alert_time,score,raw_alert,suppressed_alert,y_true,alert_type,event_id,event_window_start,failure_time,config_label,approach,model,feature_set,neg_pos_ratio,threshold,sampling_strategy
2018-07-06 18:35:00,0.9712779052998843,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 07:04:00,0.9802729773911502,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 08:18:00,0.9947536716254567,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 09:48:00,0.9760129294299499,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 11:33:00,0.975328438970173,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 12:37:00,0.9711035198606484,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 15:18:00,0.9744420941866517,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 16:19:00,0.9787012495728472,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 17:46:00,0.9770797542646685,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 18:46:00,0.988087683329854,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 19:46:00,0.9903203028514208,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 20:46:00,0.973861917043418,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 21:46:00,0.9996309203566125,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 22:46:00,0.9881594227823202,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-10 23:52:00,0.974889204901372,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 00:52:00,0.9861565193098654,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 02:07:00,0.9835987580120837,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 03:16:00,0.973316440676807,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 04:18:00,0.9720493216299064,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 05:18:00,0.9845753897174446,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 06:19:00,0.974358944097441,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 07:23:00,0.981308223260972,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 08:28:00,0.9784218148463012,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 09:28:00,0.987561600223248,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 12:23:00,0.9922310025604012,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 13:24:00,0.9883281149562406,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 14:24:00,0.982843425505734,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 15:54:00,0.9727288864846008,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 16:54:00,0.9714705645388019,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 17:56:00,0.9802578334854272,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 21:00:00,0.9714918106835866,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 22:23:00,0.9706568777101875,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-11 23:25:00,0.9713247717032332,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 00:50:00,0.9855175510676385,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 04:19:00,0.980245576879055,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 05:39:00,0.9762291085438358,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 07:03:00,0.970607108758993,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 08:03:00,0.9872130068905782,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 09:05:00,0.9796804758793517,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 13:10:00,0.9724725375930963,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 14:10:00,0.971848299893548,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 15:19:00,0.9788588350250264,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 16:44:00,0.9794148420989548,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 17:44:00,0.9867516752383824,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 18:44:00,0.9933488786284218,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 19:47:00,0.9832557019269569,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 20:49:00,0.9852292894402154,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 21:59:00,0.9712822922790648,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-12 23:02:00,0.9787984168631453,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 00:36:00,0.9922894718490793,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 02:14:00,0.9715553782804517,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 04:13:00,0.971282188835091,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 06:44:00,0.9727442347714785,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 08:33:00,0.9798587268087001,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 11:02:00,0.9930730812443033,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 12:02:00,0.9991899588717837,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 13:02:00,0.9951025773820106,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 14:02:00,0.9943186706254713,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 15:02:00,0.9902536447325481,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 16:07:00,0.9728625969633373,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 17:13:00,0.9731457542378297,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 18:18:00,0.9710258498248432,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 19:22:00,0.9745878016523831,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 20:24:00,0.9817261172959787,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 21:26:00,0.9703107222892079,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 22:26:00,0.9746512666460548,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-13 23:26:00,0.9979932178980832,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 00:42:00,0.9736058892383382,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 01:43:00,0.9852330431939649,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 02:44:00,0.9897502616708754,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 03:44:00,0.9932058447266572,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 04:56:00,0.9753655885337981,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 05:58:00,0.9731882406762704,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 06:58:00,0.9966091345875917,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 07:58:00,0.9961302888991409,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 08:58:00,0.9924743784731248,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 09:58:00,0.9776434511611302,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 10:58:00,0.9857073039310489,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 11:58:00,0.9989289730942138,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 12:58:00,0.999817485405488,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 13:58:00,0.996838708773127,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 14:58:00,0.9890546462218553,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 15:58:00,0.9979180661003804,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 16:58:00,0.9907173993532559,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 18:02:00,0.9826097054462801,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 19:02:00,0.9963111170558422,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 20:02:00,0.9971661530432183,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 21:03:00,0.9862421483604321,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 22:03:00,0.9968200145632254,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-14 23:03:00,0.9908671320150999,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 00:03:00,0.9977448929331163,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 01:08:00,0.977687068484949,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 02:15:00,0.9739488197464583,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 03:15:00,0.9867480991938897,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 04:15:00,0.9931494778659484,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 05:18:00,0.9938068798521578,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 06:18:00,0.995777031112578,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 07:36:00,0.9869788216204697,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 08:36:00,0.9987269059433204,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 09:36:00,0.9715169430292212,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 10:36:00,0.985454194808456,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 11:36:00,0.9876418610118191,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
2018-07-15 12:51:00,0.9759027553489072,1,1,0,false_alert,,,,logistic_undersampling model: logistic + E_low_corr | ratio=200.0 | threshold=0.97,logistic_undersampling,logistic,E_low_corr,200.0,0.97,external_undersampling
